                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    123,                 1.0079,                  1.144,                 1.8635,                0.45385,                0.47851,                0.45669,                0.33002,                 1.6449,                 2.8153,                 2.8727,              0.0006603,              0.0006603,              0.0006603
                    124,                 1.0155,                 1.1824,                 1.8728,                0.47632,                0.41667,                  0.454,                0.33501,                 1.6424,                 3.7873,                 2.9251,             0.00065205,             0.00065205,             0.00065205
                    125,                 1.0059,                 1.1456,                  1.838,                 0.4873,                   0.42,                0.43688,                0.31408,                 1.7352,                 3.0315,                 2.9618,              0.0006438,              0.0006438,              0.0006438
                    126,                 1.0267,                 1.1363,                 1.8938,                0.48831,                   0.42,                0.43708,                0.28679,                  1.769,                 2.8152,                 3.0213,             0.00063554,             0.00063554,             0.00063554
                    127,                0.98117,                  1.223,                  1.826,                0.48831,                   0.42,                0.43708,                0.28679,                  1.769,                 2.8152,                 3.0213,             0.00062729,             0.00062729,             0.00062729
                    128,                 0.9412,                  1.114,                 1.8451,                0.49612,                0.38667,                0.41647,                0.25952,                 1.8774,                 2.7185,                 3.1403,             0.00061904,             0.00061904,             0.00061904
                    129,                0.94829,                 1.1687,                 1.9128,                0.46279,                   0.42,                0.43698,                0.28903,                 1.7514,                 2.4402,                 3.0064,             0.00061079,             0.00061079,             0.00061079
                    130,                0.91674,                 1.1751,                 1.8142,                0.44098,                0.44464,                0.45329,                0.31508,                 1.5114,                 2.3729,                 2.5728,             0.00060254,             0.00060254,             0.00060254
                    131,                 1.0284,                 1.1652,                 1.8863,                0.50455,                0.71721,                0.55529,                 0.4005,                  1.162,                 1.7924,                 1.9119,             0.00059429,             0.00059429,             0.00059429
                    132,                0.95406,                  1.104,                 1.8644,                 0.4868,                0.47245,                0.47537,                0.34166,                 1.4749,                 2.3775,                 2.5344,             0.00058603,             0.00058603,             0.00058603
                    133,                0.94095,                 1.1511,                 1.8572,                0.49261,                0.56827,                0.49614,                0.34868,                 1.3879,                 2.2725,                 2.3652,             0.00057778,             0.00057778,             0.00057778
                    134,                0.86403,                 1.1403,                 1.7554,                0.49261,                0.56827,                0.49614,                0.34868,                 1.3879,                 2.2725,                 2.3652,             0.00056953,             0.00056953,             0.00056953
                    135,                0.90724,                 1.1195,                 1.7561,                0.48986,                   0.61,                0.50166,                0.35298,                  1.407,                 2.2423,                 2.3744,             0.00056128,             0.00056128,             0.00056128
                    136,                0.91365,                 1.0707,                 1.7957,                0.50472,                   0.65,                0.52507,                 0.3711,                 1.2542,                 2.0204,                 2.1086,             0.00055303,             0.00055303,             0.00055303
                    137,                0.94059,                 1.1111,                  1.798,                0.50011,                0.64667,                0.52933,                0.37384,                 1.2363,                 2.0243,                 2.0955,             0.00054478,             0.00054478,             0.00054478
                    138,                0.93726,                  1.175,                 1.7469,                0.49871,                0.66667,                 0.5674,                0.42361,                 1.0492,                 1.6409,                 1.8113,             0.00053652,             0.00053652,             0.00053652
                    139,                0.95915,                 1.1389,                   1.82,                0.43533,                0.53387,                   0.53,                0.36299,                 1.2277,                 1.7622,                 2.0569,             0.00052827,             0.00052827,             0.00052827
                    140,                0.87591,                 1.0566,                 1.7044,                0.49958,                0.53107,                0.51694,                0.32848,                 1.4871,                 1.9275,                 2.4557,             0.00052002,             0.00052002,             0.00052002
                    141,                0.93126,                 1.0229,                 1.7204,                0.49958,                0.53107,                0.51694,                0.32848,                 1.4871,                 1.9275,                 2.4557,             0.00051177,             0.00051177,             0.00051177
                    142,                 1.0134,                 1.0559,                 1.8638,                0.49023,                0.49667,                 0.4891,                0.29726,                 1.6574,                 2.1091,                 2.7545,             0.00050352,             0.00050352,             0.00050352
                    143,                 1.0013,                 0.9744,                 1.8168,                0.51813,                0.52559,                 0.4972,                0.32978,                 1.5674,                 2.4815,                 2.6829,             0.00049527,             0.00049527,             0.00049527
                    144,                0.90095,                 1.0167,                 1.7392,                0.58735,                0.67291,                0.60887,                0.41655,                 1.2442,                 1.7325,                 2.0656,             0.00048701,             0.00048701,             0.00048701
                    145,                0.93873,                 1.0838,                 1.7618,                0.64635,                0.55333,                0.55917,                0.38196,                  1.338,                 2.5497,                 2.3203,             0.00047876,             0.00047876,             0.00047876
                    146,                0.90255,                 1.0045,                 1.7568,                0.74697,                0.76034,                0.76123,                0.53157,                 1.2021,                 1.5586,                 1.9737,             0.00047051,             0.00047051,             0.00047051
