                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                  1.043,                 1.0329,                 1.8658,                0.72649,                0.64667,                0.71932,                 0.5322,                 1.1292,                 1.5063,                 1.8612,             0.00046226,             0.00046226,             0.00046226
                    148,                0.97962,                 1.0797,                 1.8678,                0.72649,                0.64667,                0.71932,                 0.5322,                 1.1292,                 1.5063,                 1.8612,             0.00045401,             0.00045401,             0.00045401
                    149,                 0.9637,                 1.0044,                 1.7917,                0.69065,                0.62667,                0.64108,                 0.4802,                 1.1166,                  1.513,                 1.8575,             0.00044576,             0.00044576,             0.00044576
                    150,                0.89582,                 1.0001,                 1.7924,                0.68451,                0.69634,                0.67237,                0.48764,                 1.1494,                 1.3662,                 1.8777,              0.0004375,              0.0004375,              0.0004375
                    151,                0.90949,                0.96282,                 1.8044,                0.69378,                0.82333,                0.70545,                0.56028,                0.92193,                 1.3252,                 1.6677,             0.00042925,             0.00042925,             0.00042925
                    152,                0.88835,                      1,                 1.7039,                0.69695,                0.67133,                0.68594,                0.51394,                 1.0096,                 1.3397,                 1.7265,               0.000421,               0.000421,               0.000421
                    153,                0.97001,                 1.0225,                 1.7739,                0.67135,                0.72345,                0.71327,                0.51771,                0.99081,                 1.3192,                 1.7378,             0.00041275,             0.00041275,             0.00041275
                    154,                0.92827,                 1.0665,                 1.7404,                0.83537,                0.80333,                0.80942,                0.61777,                0.96837,                 1.2895,                 1.6846,              0.0004045,              0.0004045,              0.0004045
                    155,                0.94213,                0.95683,                 1.7543,                0.83537,                0.80333,                0.80942,                0.61777,                0.96837,                 1.2895,                 1.6846,             0.00039625,             0.00039625,             0.00039625
                    156,                0.86515,                0.94528,                 1.7205,                0.73311,                0.86667,                0.82044,                0.58406,                 1.1683,                 1.5889,                 1.9134,             0.00038799,             0.00038799,             0.00038799
                    157,                0.91187,                0.97541,                 1.7539,                0.55772,                0.61631,                0.56334,                0.35848,                 1.3541,                 1.7861,                 2.1718,             0.00037974,             0.00037974,             0.00037974
                    158,                0.82299,                0.91821,                 1.7073,                0.65143,                 0.6024,                0.68272,                0.44232,                 1.3116,                 1.6322,                 2.0828,             0.00037149,             0.00037149,             0.00037149
                    159,                0.77853,                0.88526,                 1.6741,                0.47985,                0.49667,                0.45634,                0.30913,                 1.4269,                 2.3244,                 2.4377,             0.00036324,             0.00036324,             0.00036324
                    160,                0.94374,                 1.0091,                 1.8428,                0.43713,                0.49667,                 0.4601,                0.32479,                 1.3086,                 2.1811,                 2.2332,             0.00035499,             0.00035499,             0.00035499
                    161,                 0.9323,                0.88915,                 1.7115,                0.46699,                0.42333,                0.41433,                0.27341,                  1.709,                 3.4028,                 2.8929,             0.00034674,             0.00034674,             0.00034674
                    162,                0.96947,                0.94941,                 1.8173,                0.46699,                0.42333,                0.41433,                0.27341,                  1.709,                 3.4028,                 2.8929,             0.00033848,             0.00033848,             0.00033848
                    163,                0.85321,                0.88363,                 1.6569,                0.52207,                0.38667,                0.41099,                0.28418,                 1.7243,                 3.0518,                 2.9247,             0.00033023,             0.00033023,             0.00033023
                    164,                0.92128,                0.96556,                 1.6994,                0.57551,                0.42633,                0.43385,                 0.2853,                 1.6209,                 2.4247,                 2.7073,             0.00032198,             0.00032198,             0.00032198
                    165,                0.90011,                0.93857,                 1.7631,                0.60428,                0.53667,                0.52413,                0.34851,                 1.4134,                 2.0941,                 2.3475,             0.00031373,             0.00031373,             0.00031373
                    166,                0.85081,                 0.8929,                 1.7031,                0.57537,                0.45667,                0.47342,                0.32279,                 1.4842,                 2.1289,                  2.501,             0.00030548,             0.00030548,             0.00030548
                    167,                0.80183,                0.89635,                 1.6316,                0.62458,                0.43506,                 0.4643,                0.33279,                   1.45,                 2.1342,                 2.4787,             0.00029723,             0.00029723,             0.00029723
                    168,                0.83257,                0.89073,                 1.6963,                0.64601,                   0.44,                0.49807,                0.35622,                 1.2819,                 1.9871,                 2.1943,             0.00028897,             0.00028897,             0.00028897
                    169,                0.87058,                0.92077,                 1.7184,                0.62508,                   0.44,                 0.4617,                0.32605,                 1.4468,                 2.3866,                 2.4764,             0.00028072,             0.00028072,             0.00028072
                    170,                0.80979,                0.89913,                 1.6459,                0.62508,                   0.44,                 0.4617,                0.32605,                 1.4468,                 2.3866,                 2.4764,             0.00027247,             0.00027247,             0.00027247
                    171,                0.83223,                0.84127,                 1.7067,                0.49245,                0.40667,                0.43423,                0.29041,                 1.5422,                 2.5741,                  2.679,             0.00026422,             0.00026422,             0.00026422
                    172,                0.88619,                0.96562,                 1.7255,                0.58944,                0.43378,                0.46066,                0.30437,                 1.4528,                 2.5735,                 2.4514,             0.00025597,             0.00025597,             0.00025597
                    173,                0.80293,                0.86647,                 1.6436,                0.50678,                   0.48,                0.45857,                0.29447,                 1.5792,                 3.2851,                 2.7045,             0.00024772,             0.00024772,             0.00024772
                    174,                0.89098,                0.89765,                 1.7362,                0.46472,                   0.46,                0.44022,                0.27854,                 1.6621,                 2.9717,                 2.8316,             0.00023946,             0.00023946,             0.00023946
                    175,                0.86125,                0.87907,                 1.7007,                 0.5342,                0.51667,                 0.4737,                0.31767,                 1.4798,                 2.5184,                 2.4546,             0.00023121,             0.00023121,             0.00023121
                    176,                0.78938,                0.80028,                 1.6498,                0.64564,                0.55667,                0.54473,                0.37841,                 1.2586,                 2.2524,                 2.1167,             0.00022296,             0.00022296,             0.00022296
                    177,                0.83614,                0.92304,                 1.6791,                0.64564,                0.55667,                0.54473,                0.37841,                 1.2586,                 2.2524,                 2.1167,             0.00021471,             0.00021471,             0.00021471
                    178,                0.80082,                0.84184,                 1.6402,                0.70209,                0.57667,                0.63556,                0.46944,                 1.0913,                 1.7516,                 1.8731,             0.00020646,             0.00020646,             0.00020646
                    179,                0.82479,                0.83267,                 1.7317,                0.57431,                0.49667,                0.47553,                0.35834,                 1.2765,                 2.3054,                 2.2546,             0.00019821,             0.00019821,             0.00019821
                    180,                0.80628,                0.79561,                 1.6443,                0.77532,                0.76667,                0.76454,                0.62059,                 0.9371,                 1.3545,                 1.6728,             0.00018995,             0.00018995,             0.00018995
                    181,                0.76341,                0.80843,                 1.6835,                0.53679,                0.49667,                0.46749,                0.34895,                 1.3106,                  2.062,                 2.3004,              0.0001817,              0.0001817,              0.0001817
                    182,                 0.7903,                0.79731,                 1.6275,                0.53706,                0.51667,                 0.4723,                0.34775,                 1.3332,                 2.0921,                 2.2956,             0.00017345,             0.00017345,             0.00017345
                    183,                 0.8089,                  0.879,                 1.6706,                0.55607,                   0.44,                0.45765,                0.32805,                  1.442,                 2.1757,                 2.4923,              0.0001652,              0.0001652,              0.0001652
                    184,                0.90008,                0.84035,                 1.8109,                0.55607,                   0.44,                0.45765,                0.32805,                  1.442,                 2.1757,                 2.4923,             0.00015695,             0.00015695,             0.00015695
                    185,                0.86742,                0.85705,                  1.687,                0.58634,                0.43964,                0.45228,                0.28589,                 1.7219,                 2.5963,                 2.9155,              0.0001487,              0.0001487,              0.0001487
                    186,                0.91007,                0.93299,                 1.7059,                0.53114,                0.49531,                0.47007,                0.32173,                 1.5045,                 2.2895,                 2.5474,             0.00014044,             0.00014044,             0.00014044
                    187,                0.83191,                0.83014,                 1.6484,                0.53092,                   0.44,                0.44778,                0.30371,                 1.6205,                 2.5358,                  2.762,             0.00013219,             0.00013219,             0.00013219
                    188,                0.83946,                0.83319,                 1.6318,                0.53783,                0.47667,                0.49666,                 0.3564,                 1.3074,                  2.139,                 2.2037,             0.00012394,             0.00012394,             0.00012394
                    189,                0.76556,                0.87072,                 1.6703,                0.53434,                0.47667,                0.48089,                0.34522,                 1.3201,                 2.2041,                 2.2405,             0.00011569,             0.00011569,             0.00011569
                    190,                0.83761,                0.89884,                 1.7158,                0.48415,                   0.44,                0.44847,                0.33431,                 1.4162,                 2.5063,                 2.4696,             0.00010744,             0.00010744,             0.00010744
                    191,                0.64293,                 1.0125,                 1.4874,                0.48415,                   0.44,                0.44847,                0.33431,                 1.4162,                 2.5063,                 2.4696,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.66412,                0.98723,                 1.4977,                0.53746,                   0.44,                0.47969,                0.36768,                 1.0695,                 1.9241,                 1.8972,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                 0.6736,                0.92285,                 1.5373,                0.52798,                0.41376,                0.43815,                0.33815,                 1.1491,                 2.4829,                 2.0827,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.67592,                0.94577,                 1.4849,                0.52289,                0.46016,                0.45207,                0.33758,                 1.3294,                 3.7001,                 2.3287,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.63079,                0.89713,                 1.5014,                0.52379,                0.49667,                0.48369,                 0.3686,                 1.1468,                 2.4474,                 2.0175,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.61415,                0.84221,                 1.4971,                0.51286,                0.42667,                0.43412,                0.32101,                  1.389,                 2.5676,                 2.4108,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.58783,                0.85994,                 1.4458,                0.52307,                0.49289,                0.48317,                0.36082,                 1.1769,                 2.0405,                  2.034,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.60065,                0.91782,                 1.4326,                0.52307,                0.49289,                0.48317,                0.36082,                 1.1769,                 2.0405,                  2.034,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.63353,                0.79599,                 1.4944,                0.51869,                0.49667,                0.47156,                0.34755,                 1.2353,                 2.6178,                 2.1252,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.58119,                0.83584,                 1.4421,                0.63862,                0.65667,                0.60939,                0.45584,                 1.0633,                 2.2997,                 1.8053,             2.4922e-05,             2.4922e-05,             2.4922e-05
