                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                 1.3831,                 1.5427,                 1.9429,                0.24872,                0.43305,                0.24915,                0.13539,                 1.7011,                 2.2844,                 2.1279,             0.00088309,             0.00088309,             0.00088309
                     97,                  1.363,                 1.5523,                 1.8795,                0.27828,                0.45614,                0.24587,                0.14345,                 1.5843,                 2.4176,                 2.0219,             0.00087484,             0.00087484,             0.00087484
                     98,                 1.3327,                 1.5854,                 1.8527,                0.26005,                0.38816,                0.20492,                0.11038,                 1.7001,                 2.4958,                 2.1476,             0.00086659,             0.00086659,             0.00086659
                     99,                 1.4612,                 1.6399,                 1.9094,                0.27147,                0.38816,                0.24059,                0.12734,                 1.7042,                 2.2838,                 2.1049,             0.00085834,             0.00085834,             0.00085834
                    100,                 1.3833,                 1.5779,                  1.904,                0.28718,                 0.4439,                0.26672,                0.15114,                 1.5964,                 2.0745,                 1.9883,             0.00085009,             0.00085009,             0.00085009
                    101,                 1.4572,                  1.642,                 1.9427,                0.32528,                0.45958,                0.33663,                0.19795,                 1.4897,                 1.9673,                 1.8943,             0.00084184,             0.00084184,             0.00084184
                    102,                 1.4174,                 1.6407,                 1.9292,                0.32573,                0.50458,                0.34689,                0.21872,                 1.3207,                 2.0103,                 1.7688,             0.00083358,             0.00083358,             0.00083358
                    103,                 1.3538,                 1.5372,                 1.8504,                0.34204,                0.45431,                0.35088,                0.22431,                 1.3672,                  1.902,                 1.8213,             0.00082533,             0.00082533,             0.00082533
                    104,                 1.3287,                 1.5642,                 1.8379,                0.34204,                0.45431,                0.35088,                0.22431,                 1.3672,                  1.902,                 1.8213,             0.00081708,             0.00081708,             0.00081708
                    105,                 1.4641,                 1.6152,                 1.9497,                0.31707,                0.39309,                0.29815,                 0.1771,                  1.538,                 1.9021,                 1.9605,             0.00080883,             0.00080883,             0.00080883
                    106,                 1.2809,                  1.517,                  1.861,                0.37648,                0.33955,                0.27733,                0.15315,                 1.6872,                 2.0639,                 2.0731,             0.00080058,             0.00080058,             0.00080058
                    107,                 1.3648,                 1.5245,                 1.8907,                0.34501,                0.41118,                0.29694,                0.15907,                 1.6582,                 2.0686,                 2.0498,             0.00079233,             0.00079233,             0.00079233
                    108,                 1.4185,                 1.5358,                 1.8471,                0.38735,                0.42119,                0.33385,                0.19429,                 1.5236,                  1.941,                 1.9303,             0.00078407,             0.00078407,             0.00078407
                    109,                 1.4287,                 1.5142,                 1.8811,                0.39962,                0.46829,                0.39378,                0.23492,                 1.5505,                 1.8091,                 1.9431,             0.00077582,             0.00077582,             0.00077582
                    110,                 1.3144,                  1.432,                 1.7703,                0.46434,                0.44554,                0.37702,                0.23033,                 1.5834,                 1.8851,                 1.9824,             0.00076757,             0.00076757,             0.00076757
                    111,                 1.3319,                 1.5419,                 1.8524,                0.61776,                0.39839,                0.41257,                0.25798,                 1.4552,                 1.8475,                 1.8663,             0.00075932,             0.00075932,             0.00075932
                    112,                 1.3158,                 1.4035,                 1.7635,                0.49021,                0.41758,                0.40208,                 0.2481,                 1.4295,                 1.8543,                 1.8424,             0.00075107,             0.00075107,             0.00075107
                    113,                 1.3481,                 1.5142,                 1.8377,                0.38543,                 0.5223,                0.40322,                0.23766,                 1.4318,                 1.8856,                 1.8581,             0.00074282,             0.00074282,             0.00074282
