                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.9798,                 1.4619,                 1.7812,                0.04912,                0.12557,                0.02411,                0.00836,                 3.3175,                   16.6,                 2.9765,              0.0007075,              0.0007075,              0.0007075
                    104,                 1.9783,                 1.4814,                 1.7802,                0.02346,                0.07376,                0.01055,                0.00274,                 3.6674,                 21.892,                 3.2547,             0.00070042,             0.00070042,             0.00070042
                    105,                 1.9979,                 1.4876,                 1.8253,                0.00774,                  0.059,                0.00365,                0.00094,                  4.423,                 56.445,                 3.7385,             0.00069335,             0.00069335,             0.00069335
                    106,                 1.9153,                 1.4154,                 1.7294,                0.02849,                0.12452,                0.01143,                 0.0037,                 3.7331,                  27.04,                  3.199,             0.00068628,             0.00068628,             0.00068628
                    107,                 1.9818,                 1.4677,                  1.764,                0.06513,                0.14837,                 0.0224,                0.00781,                 3.4832,                 19.208,                 2.9876,              0.0006792,              0.0006792,              0.0006792
                    108,                 1.9429,                 1.4929,                 1.7614,                0.03625,                0.03538,                0.00515,                0.00163,                 4.2591,                 50.341,                 3.4475,             0.00067213,             0.00067213,             0.00067213
                    109,                 1.9469,                 1.3887,                 1.7712,                0.03462,                 0.2113,                0.02824,                0.01016,                 3.4672,                 20.219,                 2.9435,             0.00066506,             0.00066506,             0.00066506
                    110,                 1.9424,                 1.4598,                 1.7585,                0.04414,                0.22435,                0.03447,                0.01263,                 3.3611,                 17.736,                 2.8342,             0.00065798,             0.00065798,             0.00065798
                    111,                 1.8998,                 1.4608,                 1.7323,                0.00908,                0.10706,                0.00672,                0.00271,                 4.2824,                  25.98,                 3.4619,             0.00065091,             0.00065091,             0.00065091
                    112,                 1.9715,                 1.4401,                  1.752,                0.01406,                0.07506,                0.02084,                0.00753,                 3.5617,                 8.0184,                 3.0535,             0.00064384,             0.00064384,             0.00064384
                    113,                 1.9844,                 1.4392,                 1.7498,                 0.0681,                0.42913,                0.07168,                0.02707,                 3.0219,                 4.9026,                 2.6179,             0.00063676,             0.00063676,             0.00063676
                    114,                 1.8999,                 1.3934,                 1.7111,                0.21273,                0.35893,                0.13486,                0.05037,                 2.6221,                 3.9756,                 2.3562,             0.00062969,             0.00062969,             0.00062969
                    115,                 1.9178,                 1.3953,                 1.7196,                0.28127,                0.03885,                0.01524,                0.00568,                 3.8925,                 8.7687,                 3.1545,             0.00062262,             0.00062262,             0.00062262
                    116,                 1.8792,                 1.3776,                 1.7168,                0.06431,                0.07867,                0.01281,                0.00325,                 4.0432,                 15.326,                 3.2181,             0.00061554,             0.00061554,             0.00061554
                    117,                 1.8733,                 1.4834,                 1.7404,                 0.1548,                 0.2614,                0.09401,                0.03398,                 2.9076,                 4.9673,                 2.5087,             0.00060847,             0.00060847,             0.00060847
                    118,                 1.8925,                 1.3735,                 1.7352,                0.03386,                0.14128,                0.01606,                0.00467,                  3.849,                 10.119,                 3.1173,             0.00060139,             0.00060139,             0.00060139
                    119,                 1.8475,                 1.4892,                 1.7001,                0.02754,                0.05717,                0.00765,                 0.0021,                 4.0175,                 8.7609,                 3.2923,             0.00059432,             0.00059432,             0.00059432
                    120,                 1.8232,                 1.3944,                 1.7031,                0.05713,                0.28046,                0.05126,                0.01858,                  3.366,                 5.7079,                 2.8209,             0.00058725,             0.00058725,             0.00058725
                    121,                 1.9302,                 1.3834,                 1.7082,                0.31227,                0.01045,                0.01373,                0.00386,                 4.0067,                 8.7886,                 3.2652,             0.00058017,             0.00058017,             0.00058017
                    122,                 1.9208,                 1.3703,                 1.7137,                0.12702,                0.36966,                0.08721,                0.03546,                 2.9159,                 4.1636,                 2.6266,              0.0005731,              0.0005731,              0.0005731
                    123,                 1.9307,                 1.4152,                 1.7269,                 0.0746,                0.41059,                0.09161,                 0.0325,                 3.2121,                 4.6328,                  2.707,             0.00056603,             0.00056603,             0.00056603
                    124,                 1.8667,                 1.3788,                 1.6983,                0.08456,                0.32664,                0.07272,                0.02774,                 3.3441,                 6.1893,                 2.7948,             0.00055895,             0.00055895,             0.00055895
                    125,                 1.9009,                 1.3556,                 1.7231,                0.22393,                0.11015,                 0.0505,                0.01889,                 3.8407,                 9.4907,                  3.081,             0.00055188,             0.00055188,             0.00055188
                    126,                 1.8894,                   1.37,                 1.7218,                0.07863,                 0.3607,                0.08075,                0.03165,                 3.0816,                 6.6165,                 2.6302,             0.00054481,             0.00054481,             0.00054481
                    127,                 1.8639,                 1.3785,                 1.7038,                0.21348,                0.06524,                0.05676,                0.02281,                 4.0541,                 21.236,                  3.186,             0.00053773,             0.00053773,             0.00053773
                    128,                 1.8509,                 1.4231,                 1.6899,                0.09265,                0.32957,                0.07802,                0.03047,                 3.1385,                 8.2258,                 2.6999,             0.00053066,             0.00053066,             0.00053066
                    129,                 1.8293,                 1.4428,                 1.7201,                0.07929,                0.41352,                0.10114,                0.03973,                 2.8981,                 5.5702,                 2.5772,             0.00052359,             0.00052359,             0.00052359
                    130,                 1.8955,                 1.3845,                 1.7298,                0.12998,                 0.0817,                0.03129,                0.01099,                 3.6557,                 9.3513,                 2.9961,             0.00051651,             0.00051651,             0.00051651
                    131,                 1.8567,                 1.3847,                  1.682,                0.06005,                0.07743,                0.01116,                0.00332,                 4.0428,                 11.914,                 3.2447,             0.00050944,             0.00050944,             0.00050944
                    132,                 1.9027,                 1.3567,                 1.7308,                0.02215,                0.05948,                0.00552,                0.00171,                 4.0432,                 9.7784,                 3.4475,             0.00050236,             0.00050236,             0.00050236
                    133,                 1.9108,                   1.42,                 1.7222,                0.04602,                0.07574,                0.00972,                0.00323,                 3.6442,                 7.0987,                 3.2701,             0.00049529,             0.00049529,             0.00049529
                    134,                 1.8163,                 1.3411,                 1.6719,                0.01204,                0.07041,                 0.0056,                0.00183,                 4.2256,                  11.54,                 3.6975,             0.00048822,             0.00048822,             0.00048822
                    135,                 1.8745,                 1.3948,                 1.6998,                0.01026,                 0.0842,                0.00492,                0.00161,                 4.0416,                 8.3798,                 3.5592,             0.00048114,             0.00048114,             0.00048114
                    136,                 1.8369,                 1.3421,                 1.6761,                0.07199,                0.11136,                0.01393,                0.00457,                 3.4732,                 5.4752,                 3.2269,             0.00047407,             0.00047407,             0.00047407
                    137,                 1.8838,                   1.42,                 1.6819,                0.05268,                0.08047,                0.00798,                0.00238,                 4.0077,                 8.4029,                 3.5186,               0.000467,               0.000467,               0.000467
                    138,                 1.8839,                 1.3592,                 1.6932,                0.07068,                0.33644,                0.06715,                 0.0264,                 3.1355,                 5.8544,                 2.8167,             0.00045992,             0.00045992,             0.00045992
                    139,                 1.8073,                 1.3519,                 1.6534,                0.09268,                0.26708,                  0.068,                0.02696,                 3.3322,                 8.6812,                  2.912,             0.00045285,             0.00045285,             0.00045285
                    140,                  1.841,                 1.2946,                 1.6785,                0.09123,                0.38142,                0.08604,                0.03264,                 3.0598,                 6.3957,                 2.7434,             0.00044578,             0.00044578,             0.00044578
                    141,                 1.8392,                 1.2982,                 1.6594,                0.09536,                0.20444,                0.06365,                0.02371,                 3.5386,                 8.9798,                 3.0137,              0.0004387,              0.0004387,              0.0004387
                    142,                 1.8616,                  1.329,                 1.6382,                0.08377,                0.31086,                0.06577,                0.02483,                 3.2922,                 7.2119,                 2.8884,             0.00043163,             0.00043163,             0.00043163
                    143,                 1.8531,                 1.4068,                 1.7218,                0.06567,                 0.3373,                0.05666,                0.02048,                 3.2462,                 7.2554,                 2.9162,             0.00042456,             0.00042456,             0.00042456
                    144,                 1.8487,                   1.34,                 1.6807,                 0.0091,                0.08696,                0.01845,                0.00645,                 4.0367,                  19.16,                 3.3722,             0.00041748,             0.00041748,             0.00041748
                    145,                 1.8353,                 1.4068,                 1.6596,                0.02936,                0.17136,                0.01784,                0.00631,                 3.9534,                 17.775,                 3.3073,             0.00041041,             0.00041041,             0.00041041
                    146,                 1.8091,                 1.3499,                 1.6732,                0.05999,                0.39694,                0.06887,                0.02539,                 3.0379,                 5.8064,                 2.7426,             0.00040334,             0.00040334,             0.00040334
                    147,                 1.7916,                 1.3202,                 1.6555,                0.03298,                0.12352,                0.01246,                0.00447,                 4.0057,                 14.079,                 3.3113,             0.00039626,             0.00039626,             0.00039626
